"procedure_key","procedure_name","requested_analysis_name","procedure_abbreviation","procedure_code","procedure_description","SSIR_42_v_5_Page_number","URL_to_SSIR_42_v_5"
344,"Sodium, NH4OAc Extraction, ICP I, moist","Extractable Cations, Na","NaExCat11","6P2g","CMS, SSIR No. 42, version 3, page 313, ICP, moist",,
345,"Potassium, Saturation Extraction, Flame Photometry","Soluble Salts, K","K_SAT1","6Q1a","CMS, SSIR No. 1, 1972, page 48",,
346,"Potassium, Saturation Extraction, Atomic Absorption I","Soluble Salts, K","K_SAT2","6Q1b","CMS, SSIR No. 1, 1972, page 48",,
346,"Potassium, Saturation Extraction, Atomic Absorption I","Soluble Salts, K","K_SAT2","6Q1b","CMS, SSIR No. 1, 1972, page 48","767","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=795"
347,"Potassium, Saturation Extraction, Atomic Absorption II","Soluble Salts, K","K_SAT3","6Q1c","CMS, SSIR No. 42, version 3, page 305","771","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=799"
348,"Potassium, Saturation Extraction, Atomic Absorption III","Soluble Salts, K","K_SAT4","6Q1d","CMS, SSIR No. 42, version 3, page 305, PE 300AA","771","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=799"
349,"Potassium, NHOAc Extraction","Extractable Cations, K","KExCat4","6Q2","CMS, SSIR No. 1, 1972, page 48",,
350,"Potassium, NHOAc Extraction, Flame Photometry","Extractable Cations, K","KExCat5","6Q2a","CMS, SSIR No. 1, 1972, page 48",,
351,"Potassium, NHOAc Extraction, Atomic Absorption I","Extractable Cations, K","KExCat6","6Q2b","CMS, SSIR No. 1, 1972, page 48",,
352,"Potassium, NHOAc Extraction, Atomic Absorption II","Extractable Cations, K","KExCat7","6Q2c","CMS, SSIR No. 42, version 3, page 313","780","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=808"
353,"Potassium, NHOAc Extraction, Atomic Absorption II, moist","Extractable Cations, K","KExCat8","6Q2d","CMS, SSIR No. 42, version 3, page 309, moist","776","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=804"
354,"Potassium, NHOAc Extraction, Atomic Absorption I, moist","Extractable Cations, K","KExCat9","6Q2e","CMS, SSIR No. 42, version 3, page 313, moist","780","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=808"
355,"Potassium, NHOAc Extraction, ICP I","Extractable Cations, K","KExCat10","6Q2f","CMS, SSIR No. 42, version 3, page 313, ICP",,
356,"Potassium, NHOAc Extraction, ICP I, moist","Extractable Cations, K","KExCat11","6Q2g","CMS, SSIR No. 42, version 3, page 313, ICP, moist",,
357,"Aluminum, 1 N KCl Extractable, Automatic Extractor, ICP II, moist","KCl Extract, Al","AL_KCL","6G9e","CMS, SSIR No. 42, version 3, page 259, moist",,
358,"Aluminum, KCl Extraction I, 30 min., Fluoride Titration","KCl Extract, Al","AL_KCL","6G1d","CMS, SSIR No. 1, 1972, page 37","939","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=967"
359,"Aluminum, KCl Extraction I, 30 min., Aluminon I","KCl Extract, Al","AL_KCL","6G1a","CMS, SSIR No. 1, 1972, page 36","938","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=966"
360,"Aluminum, KCl Extraction I, 30 min., Atomic Absorption","KCl Extract, Al","AL_KCL","6G1e","CMS, SSIR No. 1, 1972, page 37","940","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=968"
361,"Manganese, 1 N KCl Extractable, Automatic Extractor, Inductively Coupled Plasma Spectrometry II","KCl Extract, Mn","MN_KCL","6D3b","CMS, SSIR No. 42, version 3, page 259","749","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=777"
362,"Manganese, 1 N KCl Extractable, Automatic Extractor, Inductively Coupled Plasma Spectrometry I","KCl Extract, Mn","MN_KCL","6D3","CMS, SSIR No. 42, version 3, page 549","749","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=777"
363,"Manganese, 1 N KCl Extractable, Automatic Extractor, Inductively Coupled Plasma Spectrometry II, moist","KCl Extract, Mn","MN_KCL","6D3d","CMS, SSIR No. 42, version 3, page 259, moist","742","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=770"
364,"Iron, Dithionite Extraction, Dichromate Titration","Dithionite Extract, Fe","FE_DITH","6C1a","CMS, SSIR No. 1, 1972, page 30",,
365,"Iron, Dithionite Extraction, EDTA Titration","Dithionite Extract, Fe","FE_DITH","6C1b","CMS, SSIR No. 1, 1972, page 30",,
366,"Iron, Dithionite-Citrate Extraction, Atomic Absorption I","Dithionite-Citrate Extract, Fe","FE_DITH","6C2b","CMS, SSIR No. 1, 1972, page 31","721","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=749"
366,"Iron, Dithionite-Citrate Extraction, Atomic Absorption I","Dithionite-Citrate Extract, Fe","FE_DITH","6C2b","CMS, SSIR No. 1, 1972, page 31",,
367,"Iron, Dithionite-Citrate Extraction, Atomic Absorption II","Dithionite-Citrate Extract, Fe","FE_DITH","6C2c","CMS, SSIR No. 42, version 3, page 239","726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
368,"Iron, Dithionite-Citrate Extraction I, Atomic Absorption I, moist","Dithionite-Citrate Extract, Fe","FE_DITH","6C2d","CMS, SSIR No. 1, 1972, page 31, moist","726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
369,"Iron, Dithionite-Citrate Extraction II, Atomic Absorption II","Dithionite-Citrate Extract, Fe","FE_DITH","6C2f",,"726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
370,"Iron, Dithionite-Citrate Extraction II, Atomic Absorption II, moist","Dithionite-Citrate Extract, Fe","FE_DITH","6C2g","CMS, SSIR No. 42, version 3, page 239, moist","726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
371,"Iron, Dithionite-Citrate Extraction II, Atomic Absorption III","Dithionite-Citrate Extract, Fe","FE_DITH","6C2h",,"726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
372,"Iron, Dithionite-Citrate Extraction II, Atomic Absorption III, moist","Dithionite-Citrate Extract, Fe","FE_DITH","6C2i",,"726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
373,"Iron, Dithionite-Citrate-Bicarbonate Extraction","Dithionite-Citrate Extract, Fe","FE_DITH","6C3","CMS, SSIR No. 1, 1972, page 31","924","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=952"
374,"Manganese, Dithionite Extraction, Permanganate Colorimetry","Dithionite Extract, Mn","MN_DITH","6D1a","CMS, SSIR No. 1, 1972, page 33",,
375,"Manganese, Dithionite-Citrate Extraction, Atomic Absorption I","Dithionite-Citrate Extract, Mn","MN_DITH","6D2a","CMS, SSIR No. 1, 1984, page 38",,
375,"Manganese, Dithionite-Citrate Extraction, Atomic Absorption I","Dithionite-Citrate Extract, Mn","MN_DITH","6D2a","CMS, SSIR No. 1, 1984, page 38","721","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=749"
376,"Manganese, Dithionite-Citrate Extraction I, Atomic Absorption I, moist","Dithionite-Citrate Extract, Mn","MN_DITH","6D2c","CMS, SSIR No. 1, 1984, page 38, moist","726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
377,"Manganese, Dithionite-Citrate Extraction II, Atomic Absorption II","Dithionite-Citrate Extract, Mn","MN_DITH","6D2e",,"726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
378,"Manganese, Dithionite-Citrate Extraction II, Atomic Absorption II, moist","Dithionite-Citrate Extract, Mn","MN_DITH","6D2f",,"726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
379,"Manganese, Dithionite-Citrate Extraction II, Atomic Absorption III","Dithionite-Citrate Extract, Mn","MN_DITH","6D2g",,"726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
380,"Manganese, Dithionite-Citrate Extraction II, Atomic Absorption III, moist","Dithionite-Citrate Extract, Mn","MN_DITH","6D2h",,"726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
381,"Aluminum, Dithionite-Citrate Extraction, Atomic Absorption I","Dithionite-Citrate Extract, Al","AL_DITH","6G7a","CMS, SSIR No. 1, 1972, page 38","721","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=749"
382,"Aluminum, Dithionite-Citrate Extraction, Atomic Absorption II","Dithionite-Citrate Extract, Al","AL_DITH","6G7b","CMS, SSIR No. 42, version 3, page 233","726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
383,"Aluminum, Dithionite-Citrate Extraction I, Atomic Absorption I, moist","Dithionite-Citrate Extract, Al","AL_DITH","6G7c","CMS, SSIR No. 1, 1972, page 38, moist","726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
384,"Aluminum, Dithionite-Citrate Extraction II, Atomic Absorption II","Dithionite-Citrate Extract, Al","AL_DITH","6G7e",,"726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
385,"Aluminum, Dithionite-Citrate Extraction II, Atomic Absorption II, moist","Dithionite-Citrate Extract, Al","AL_DITH","6G7f","CMS, SSIR No. 42, version 3, page 233, moist","726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
386,"Aluminum, Dithionite-Citrate Extraction II, Atomic Absorption III","Dithionite-Citrate Extract, Al","AL_DITH","6G7g",,"726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
387,"Aluminum, Dithionite-Citrate Extraction II, Atomic Absorption III, moist","Dithionite-Citrate Extract, Al","AL_DITH","6G7h",,"726","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=754"
388,"Iron, Ammonium Oxalate Extraction, Atomic Absorption","Acid Oxalate extraction","OXAL","6C6A","CMS, SSIR No. 1, 1972, page 33","941","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=969"
389,"Aluminum, Ammonium Oxalate Extraction, Atomic Absorption","Acid Oxalate extraction","OXAL","6G6a","CMS, SSIR No. 1, 1972, page 37","941","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=969"
390,"Aluminum, Sodium Pyrophosphate Extraction I, Atomic Absorption","Na-Pyrophosphate Extract, Al","PYRO","6G5a","CMS, SSIR No. 1, 1972, page 37","941","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=969"
391,"Aluminum, Sodium Pyrophosphate Extraction II","Na-Pyrophosphate Extract, Al","PYRO","6G10","CMS, SSIR No. 1, 1984, page 44","735","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=763"
392,"Aluminum, Sodium Pyrophosphate Extraction II, Atomic Absorption II","Na-Pyrophosphate Extract, Al","PYRO","6G10c","CMS","735","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=763"
393,"Aluminum, Sodium Pyrophosphate Extraction II, Atomic Absorption II, moist","Na-Pyrophosphate Extract, Al","PYRO","6G10d","CMS, moist","735","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=763"
394,"Organic Carbon, Sodium Pyrophosphate Extraction II, Atomic Absorption","Na-Pyrophosphate Extract, C","PYRO","6A4a","CMS, SSIR No. 42, version 3, page 247","735","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=763"
395,"Iron, Sodium Pyrophosphate Extraction I, Atomic Absorption","Na-Pyrophosphate Extract, Fe","PYRO","6C5a","CMS, SSIR No. 1, 1972, page 32",,
396,"Iron, Sodium Pyrophosphate Extraction II, Atomic Absorption","Na-Pyrophosphate Extract, Fe","PYRO","6C8a","CMS, SSIR No. 1, 1984, page 38",,
397,"Iron, Sodium Pyrophosphate Extraction II, Atomic Absorption II","Na-Pyrophosphate Extract, Fe","PYRO","6C8c","CMS",,
398,"Iron, Sodium Pyrophosphate Extraction II, Atomic Absorption II, moist","Na-Pyrophosphate Extract, Fe","PYRO","6C8d","CMS, moist",,
399,"Carbonate, Saturation Extraction, Acid Titration","Soluble Anions, CO2","SatAn6","6I1a","CMS, SSIR No. 1, 1972, page 39",,
400,"Bicarbonate, Saturation Extraction, Acid Titration","Soluble Anions, HCO3","SatAn6","6J1a","CMS, SSIR No. 1, 1972, page 39","947","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=975"
401,"Bicarbonate, Saturation Extraction, Acid Titration, Automatic Extractor","Soluble Anions, HCO3","SatAn1","6J1b","CMS, SSIR No. 42, version 3, page 283","415","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=443"
402,"Chloride, Saturation Extraction, Mohr Titration","Soluble Anions, Cl","SatAn7","6K1a","CMS, SSIR No. 1, 1972, page 39",,
403,"Chloride, Saturation Extraction, Potentiometric Titration","Soluble Anions, Cl","SatAn8","6K1b","CMS, SSIR No. 1, 1972, page 40","948","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=976"
404,"Sulfate, Saturation Extraction, Gravimetric, BaSO4","Soluble Anions, SO4","SatAn9","6L1a","CMS, SSIR No. 1, 1972, page 40","949","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=977"
405,"Sulfate, Saturation Extraction, EDTA Titration","Soluble Anions, SO4","SatAn10","6L1b","CMS, SSIR No. 1, 1972, page 40","950","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=978"
406,"Sulfate, Saturation Extraction, Anion Chromatograph","Soluble Anions, SO4","SatAn2","6L1c","CMS, SSIR No. 1, 1984, page 48","864","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=892"
407,"Sulfate, Saturation Extraction, Anion Chromatograph, Ionic Suppressor","Soluble Anions, SO4","SatAn3","6L1d","CMS, SSIR No. 42, version 3, page 287","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
408,"Sulfate, Saturation Extraction, Flow Injection, Automated Ion Analyzer","Soluble Anions, SO4","SatAn4","6L1e","CMS, SSIR No. 42, version 3, page 287, Flow injection","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
409,"Sulfate, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor","Soluble Anions, SO4","SatAn5","6L1f","CMS, SSIR No. 42, version 3, page 287, Anion Chromatography, Electronc Ion Suppressor","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
410,"Nitrate, Saturation Extraction, Anion Chromatograph","Soluble Anions, NO3","SatAn2","6M1c","CMS, SSIR No. 1, 1984, page 48","864","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=892"
411,"Nitrate, Saturation Extraction, Anion Chromatograph, Ionic Suppressor","Soluble Anions, NO3","SatAn3","6M1d","CMS, SSIR No. 42, version 3, page 287","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
412,"Nitrate, Saturation Extraction, Flow Injection, Automated Ion Analyzer","Soluble Anions, NO3","SatAn4","6M1e","CMS, SSIR No. 42, version 3, page 287, Flow injection","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
413,"Nitrate, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor","Soluble Anions, NO3","SatAn5","6M1f","CMS, SSIR No. 42, version 3, page 287, Anion Chromatography, Electronc Ion Suppressor","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
414,"Fluoride, Saturation Extraction, Anion Chromatograph","Soluble Anions, Fl","SatAn2","6U1a","CMS, SSIR No. 42, version 3, page 559","864","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=892"
415,"Fluoride, Saturation Extraction, Anion Chromatograph, Ionic Suppressor","Soluble Anions, Fl","SatAn3","6U1b","CMS, SSIR No. 42, version 3, page 287","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
416,"Fluoride, Saturation Extraction, Flow Injection, Automated Ion Analyzer","Soluble Anions, Fl","SatAn4","6U1c","CMS, SSIR No. 42, version 3, page 287, Flow injection","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
417,"Fluoride, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor","Soluble Anions, Fl","SatAn5","6U1d","CMS, SSIR No. 42, version 3, page 287, Anion Chromatography, Electronc Ion Suppressor","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
418,"Nitrite, Saturation Extraction, Anion Chromatograph","Soluble Anions, NO2","SatAn2","6W1a","CMS, SSIR No. 42, version 3, page 559","864","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=892"
419,"Nitrite, Saturation Extraction, Anion Chromatograph, Ionic Suppressor","Soluble Anions, NO2","SatAn3","6W1b","CMS, SSIR No. 42, version 3, page 287","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
420,"Nitrite, Saturation Extraction, Flow Injection, Automated Ion Analyzer","Soluble Anions, NO2","SatAn4","6W1c","CMS, SSIR No. 42, version 3, page 287, Flow injection","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
421,"Nitrite, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor","Soluble Anions, NO2","SatAn5","6W1d","CMS, SSIR No. 42, version 3, page 287, Anion Chromatography, Electronc Ion Suppressor","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
422,"Bromide, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor","Soluble Anions, Br","SatAn5","6X1a","CMS, SSIR No. 42, version 3, page 287, Anion Chromatography, Electronc Ion Suppressor","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
423,"Acetate, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor","Soluble Anions, OAc","SatAn5","6Y1a","CMS, SSIR No. 42, version 3, page 287, Anion Chromatography, Electronc Ion Suppressor","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
424,"Saturated Paste, Mixed, Saturation Extract, Automatic Extractor Conductivity, Digital Bridge","Saturated Paste and Soluble Salts, EC","SATP","8A3a","CMS, SSIR No. 42, version 3, page 407","397","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=425"
425,"Nitrate, Saturation Extraction, Phenyldisulfonic (PDS) Acid Colorimetry","Soluble Anions, NO3","SatAn11","6M1a","CMS, SSIR No. 1, 1972, page 41","951","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=979"
426,"Plasticity Index, Liquid Limit","Atterberg Limits, LL","AttBg0","4F1","CMS, SSIR No. 42, version 3, page 193","218","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=246"
427,"Plasticity Index, Plastic Limit","Atterberg Limits, PL","AttBg0","4F2","CMS, SSIR No. 42, version 3, page 193","219","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=247"
428,"Water Content, Saturated Paste","Saturated Paste and Soluble Salts, H2O","SATP","8A","CMS, SSIR No. 42, version 3, page 397","394","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=422"
429,"Reaction (pH), Saturated Paste","Saturated Paste and Soluble Salts, pH","SATP","8C1b","CMS, SSIR No. 42, version 3, page 411","269","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=297"
430,"Soil Resistivity, Saturated Paste","Saturated Paste and Soluble Salts, resistivity","SATP","8E1","CMS, SSIR No. 42, version 3, page 427","399","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=427"
431,"Phosphate, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor","Soluble Anions, PO4","SatAn5","6S9a","CMS, SSIR No. 42, version 3, page 287, Anion Chromatography, Electronc Ion Suppressor","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
432,"Particles >2 mm, 75 mm Base","Particles >2 mm, 75 mm Base","CFRAG0",,"CMS, SSIR No. 42, version 3, page 105",,
433,"Water Retention, Field State","Water Retention, Field State","H2Ofield","3C3","CMS, SSIR No. 42, version 3, page 169","169","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=197"
433,"Water Retention, Field State","Water Retention, Field State","H2Ofield","4B4","CMS, SSIR No. 42, version 3, page 169","169","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=197"
434,"Calcium, NH4OAc Extraction, Atomic Absorption III","Extractable Cations, Ca","CaExCat12",,"CMS, SSIR No. 42, version 3, page 313, AAIII",,
435,"Calcium, NH4OAc Extraction, Atomic Absorption III, moist","Extractable Cations, Ca","CaExCat13",,"CMS, SSIR No. 42, version 3, page 313, AAIII, moist",,
436,"Magnesium, NH4OAc Extraction, Atomic Absorption III","Extractable Cations, Mg","MgExCat12",,"CMS, SSIR No. 42, version 3, page 313, AAIII",,
437,"Magnesium, NH4OAc Extraction, Atomic Absorption III, moist","Extractable Cations, Mg","MgExCat13",,"CMS, SSIR No. 42, version 3, page 313, AAIII, moist",,
438,"Sodium, NH4OAc Extraction, Atomic Absorption III","Extractable Cations, Na","NaExCat12",,"CMS, SSIR No. 42, version 3, page 313, AAIII",,
439,"Sodium, NH4OAc Extraction, Atomic Absorption III, moist","Extractable Cations, Na","NaExCat13",,"CMS, SSIR No. 42, version 3, page 313, AAIII, moist",,
440,"Potassium, NH4OAc Extraction, Atomic Absorption III","Extractable Cations, K","KExCat12",,"CMS, SSIR No. 42, version 3, page 313, AAIII",,
441,"Potassium, NH4OAc Extraction, Atomic Absorption III, moist","Extractable Cations, K","KExCat13",,"CMS, SSIR No. 42, version 3, page 313, AAIII, moist",,
442,"Iron, Dithionite-Citrate Extraction, Orthophenanthroline Colorimetry","Dithionite-Citrate Extract, Fe","FE_DITH","6C2a","CMS, SSIR No. 1, 1972, page 31","923","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=951"
443,"Phosphorus, Bray P-1 Absorbed Phosphorus, Spectrophotometer","Phosphorus, Bray 1","BRAYP","6S3","CMS, SSIR No. 42, version 3, page 323","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
444,"Particles >2 mm, Weight Estimates","Particles >2 mm, 75 mm Base","CFRAG1","3B1","CMS, SSIR No. 42, version 3, page 105","91","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=119"
445,"derived BSESAT, 5C1b","Derived","none","5C1b","CMS, moist",,
446,"derived Plasticity Index","Atterberg Limits, PI","AttBg0","4F","CMS, SSIR No. 42, version 3, page 193","219","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=247"
447,"Iron, Sodium Pyrophosphate Extraction II, Atomic Absorption, moist","Na-Pyrophosphate Extract, Fe","PYRO",,"CMS, SSIR No. 1, 1984, page 38, moist",,
448,"Calcium Carbonate Equivalent, HCl,","Calcium Carbonate Equivalent, <20mm","CACO3_20","6E4b","SSIR No. 42, version 3, page 271","370","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=398"
449,"Calcium Carbonate Equivalent, HCl,","Calcium Carbonate Equivalent, <20mm","caco3l20","6E4","CMS",,
450,"Gypsum, H2O Extraction, Acetone Precipitation,","Gypsum, <20mm","GYPL20",,"SSIR No. 42, version 3, page 275",,
451,"X-ray Diffraction, unspecified","Clay Mineralogy, X-ray Diffraction","XRAY","7A2","CMS",,
451,"X-ray Diffraction, unspecified","Clay Mineralogy, X-ray Diffraction","XRAY","7A2","CMS","533","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=561"
451,"X-ray Diffraction, unspecified","Clay Mineralogy, X-ray Diffraction","XRAY","XRAY1","CMS",,
452,"Differential Thermal Analysis I","Clay Mineralogy, DTA I","DTA1","7A3","CMS 7A3","984","#page=1012"
453,"Differential Thermal Analysis","Clay Mineralogy, DTA","DTA2","7A3b","CMS 7A3b",,
454,"Total Analysis, HF Dissolution","Total Elemental Analysis, HF Dissolution","TOTANAL","7C3","CMS 7C3",,
455,"Optical Analysis, Full Grain Count, Mica Adjusted","Optical Analysis, Mica Adjusted","OPTICAL_Fm",,"CMS",,
456,"X-ray Diffraction, thin film on tile resin pretreatment","Clay Mineralogy, X-ray Diffraction","XRAY","7A2e","CMS, 7A2e","983","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=1011"
457,"Cations, Acid Oxalate Extractable, Optical Density","Acid Oxalate extraction","OXAL","8J","CMS","846","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=874"
457,"Cations, Acid Oxalate Extractable, Optical Density","Acid Oxalate extraction","OXAL","8J1b","CMS","846","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=874"
457,"Cations, Acid Oxalate Extractable, Optical Density","Acid Oxalate extraction","OXAL","8J1c","CMS","846","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=874"
458,"Estimated Organic Carbon","Estimated organic carbon","EOC","Est",,,
460,"pH, 0.01M CaCl2, Histosol","Fiber Analysis, pH CaCl2","ph_hist","8C2a","SSIR No. 42, version 3, page 423","274","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=302"
461,"Color, Pyrophosphate Extract","Fiber Analysis, Pyrophosphate color","pyr_col","8H","SSIR No. 42, version 3, page 437","497","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=525"
