"data_tier_desc","column_index","column_name","analyte_name","analyte_abbrev","analyte_code","analyte_type","analyte_data_type","analyte_format","uom_abbrev","analyte_desc","calc_size_frac"
"Water Dispersible PSDA",14,"w_snd_c","Sand, Coarse, H2O Dispersible","w_snd_c","SndC_W","aggregate analyte","F","4.1","% wt","H2O dispersible coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles separated without chemical dispersants or the removal of organic matter and salts. It is reported on a <2 mm base.",
"Water Dispersible PSDA",4,"w_cly","Clay, H2O Dispersible","w_cly","Cly_W","aggregate analyte","F","4.1","% wt","H2O dispersible clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particles dispersed without organic matter and salt removal, and without chemical dispersion. It is reported on a <2 mm base.",
"Geochemistry Tier 1",9,"w_clay","Clay, H2O Dispersible","w_cly","Cly_W","aggregate analyte","F","4.1","% wt","H2O dispersible clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particles dispersed without organic matter and salt removal, and without chemical dispersion. It is reported on a <2 mm base.",
"Water Dispersible PSDA",7,"w_cly_f","Clay, Fine, H2O Dispersible","w_cly_f","ClyF_W","aggregate analyte","F","4.1","% wt","H2O dispersible fine clay, <2mm (by pipette) is the gravimetric percent of <0.0002 mm diameter particles dispersed without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.",
"Water Dispersible PSDA",8,"w_clyco3","Clay, Carbonate, H2O Dispersible","w_clyco3","CCly_W","aggregate analyte","F","4.1","% wt","H2O dispersible CO3 clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particle diameter carbonates dispersed without chemical dispersants, organic matter and clay removal. It is reported on a <2 mm base.",
"PSDA and Rock Fragments",9,"fine_silt","Silt, Fine PSDA, Ultrasonic, Pipet","silt_f_Ultrasonic","SiltFu","aggregate analyte","F","4.1","% wt","Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, Pipet",
"PSDA and Rock Fragments",11,"vf_sand","Sand, Very Fine PSDA, Ultrasonic, Pipet","sand_vf_Ultrasonic","SndVFu","aggregate analyte","F","4.1","% wt","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, Pipet",
"PSDA and Rock Fragments",15,"vc_sand","Sand, Very Coarse PSDA, Ultrasonic, Pipet","sand_vc_Ultrasonic","SndVCu","aggregate analyte","F","4.1","% wt","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, Pipet",
"PSDA and Rock Fragments",13,"m_sand","Sand, Medium PSDA, Ultrasonic, Pipet","sand_m_Ultrasonic","SndM_u","aggregate analyte","F","4.1","% wt","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, Pipet",
"PSDA and Rock Fragments",12,"f_sand","Sand, Fine PSDA, Ultrasonic, Pipet","sand_f_Ultrasonic","SndF_u","aggregate analyte","F","4.1","% wt","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, Pipet",
"PSDA and Rock Fragments",14,"c_sand","Sand, Coarse PSDA, Ultrasonic, Pipet","sand_c_Ultrasonic","SndC_u","aggregate analyte","F","4.1","% wt","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, Pipet",
"PSDA and Rock Fragments",4,"total_clay","Clay PSDA, Ultrasonic, Pipet","clay_tot_Ultrasonic","ClyT_u","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Ultrasonic, Pipet",
"Andic Soil Properties Tier 1",4,"clay_tot","Clay PSDA, Ultrasonic, Pipet","clay_tot_Ultrasonic","ClyT_u","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Ultrasonic, Pipet",
"PSDA and Rock Fragments",9,"fine_silt","Silt, Fine","silt_f_psa","SiltFp","aggregate analyte","F","4.1","% wt","Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base.",
"PSDA and Rock Fragments",11,"vf_sand","Sand, Very Fine","sand_vf_psa","SndVFp","aggregate analyte","F","4.1","% wt","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base.",
"PSDA and Rock Fragments",15,"vc_sand","Sand, Very Coarse","sand_vc_psa","SndVCp","aggregate analyte","F","4.1","% wt","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base.",
"PSDA and Rock Fragments",13,"m_sand","Sand, Medium","sand_m_psa","SndM_p","aggregate analyte","F","4.1","% wt","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base.",
"PSDA and Rock Fragments",12,"f_sand","Sand, Fine","sand_f_psa","SndF_p","aggregate analyte","F","4.1","% wt","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base.",
"PSDA and Rock Fragments",14,"c_sand","Sand, Coarse","sand_c_psa","SndC_p","aggregate analyte","F","4.1","% wt","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base.",
"PSDA and Rock Fragments",7,"fine_clay","Clay, Fine","clay_f","ClyF_p","aggregate analyte","F","4.1","% wt","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.",
"Taxonomy Tier 1",5,"clay_f","Clay, Fine","clay_f","ClyF_p","aggregate analyte","F","4.1","% wt","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.",
"Geochemistry Tier 1",7,"fine_clay","Clay, Fine","clay_f","ClyF_p","aggregate analyte","F","4.1","% wt","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.",
"Andic Soil Properties Tier 1",5,"clay_f","Clay, Fine","clay_f","ClyF_p","aggregate analyte","F","4.1","% wt","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.",
"PSDA and Rock Fragments",8,"co3_clay","Clay, Carbonate","co3_cly","ClyCO3","aggregate analyte","F","4.1","% wt","Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.",
"Taxonomy Tier 1",6,"co3_cly","Clay, Carbonate","co3_cly","ClyCO3","aggregate analyte","F","4.1","% wt","Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.",
"Geochemistry Tier 1",8,"co3_clay","Clay, Carbonate","co3_cly","ClyCO3","aggregate analyte","F","4.1","% wt","Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.",
"Andic Soil Properties Tier 1",6,"co3_cly","Clay, Carbonate","co3_cly","ClyCO3","aggregate analyte","F","4.1","% wt","Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.",
"PSDA and Rock Fragments",4,"total_clay","Clay","clay_tot_psa","ClyT_p","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction.",
"Supplementary Tier 4",21,"clay_tot_psa","Clay","clay_tot_psa","ClyT_p","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction.",
"Taxonomy Tier 1",4,"clay_tot","Clay","clay_tot_psa","ClyT_p","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction.",
"Geochemistry Tier 1",4,"total_clay","Clay","clay_tot_psa","ClyT_p","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction.",
"Andic Soil Properties Tier 1",4,"clay_tot","Clay","clay_tot_psa","ClyT_p","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction.",
"PSDA and Rock Fragments",9,"fine_silt","Silt, Fine PSDA, NaOH, Pipet","silt_f_NaOH","SiltFH","aggregate analyte","F","4.1","% wt","Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
"PSDA and Rock Fragments",11,"vf_sand","Sand, Very Fine PSDA, NaOH, Pipet","sand_vf_NaOH","SndVFH","aggregate analyte","F","4.1","% wt","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
"PSDA and Rock Fragments",15,"vc_sand","Sand, Very Coarse PSDA, NaOH, Pipet","sand_vc_NaOH","SndVCH","aggregate analyte","F","4.1","% wt","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
"PSDA and Rock Fragments",13,"m_sand","Sand, Medium PSDA, NaOH, Pipet","sand_m_NaOH","SndMOH","aggregate analyte","F","4.1","% wt","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
"PSDA and Rock Fragments",12,"f_sand","Sand, Fine PSDA, NaOH, Pipet","sand_f_NaOH","SndFOH","aggregate analyte","F","4.1","% wt","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
"PSDA and Rock Fragments",14,"c_sand","Sand, Coarse PSDA, NaOH, Pipet","sand_c_NaOH","SndCOH","aggregate analyte","F","4.1","% wt","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
"PSDA and Rock Fragments",4,"total_clay","Clay PSDA, NaOH, Pipet","clay_tot_NaOH","ClyTOH","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, NaOH, Pipet",
"Taxonomy Tier 1",4,"clay_tot","Clay PSDA, NaOH, Pipet","clay_tot_NaOH","ClyTOH","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, NaOH, Pipet",
"Andic Soil Properties Tier 1",4,"clay_tot","Clay PSDA, NaOH, Pipet","clay_tot_NaOH","ClyTOH","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, NaOH, Pipet",
"PSDA and Rock Fragments",9,"fine_silt","Silt, Fine PSDA, NaOAc, Pipet","silt_f_NaOAc","SiltFN","aggregate analyte","F","4.1","% wt","Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
"PSDA and Rock Fragments",11,"vf_sand","Sand, Very Fine PSDA, NaOAc, Pipet","sand_vf_NaOAc","SndVFN","aggregate analyte","F","4.1","% wt","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
"PSDA and Rock Fragments",15,"vc_sand","Sand, Very Coarse PSDA, NaOAc, Pipet","sand_vc_NaOAc","SndVCN","aggregate analyte","F","4.1","% wt","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
"PSDA and Rock Fragments",13,"m_sand","Sand, Medium PSDA, NaOAc, Pipet","sand_m_NaOAc","SndM_N","aggregate analyte","F","4.1","% wt","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
"PSDA and Rock Fragments",12,"f_sand","Sand, Fine PSDA, NaOAc, Pipet","sand_f_NaOAc","SndF_N","aggregate analyte","F","4.1","% wt","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
"PSDA and Rock Fragments",14,"c_sand","Sand, Coarse PSDA, NaOAc, Pipet","sand_c_NaOAc","SndC_N","aggregate analyte","F","4.1","% wt","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
"PSDA and Rock Fragments",4,"total_clay","Clay PSDA, NaOAc, Pipet","clay_tot_NaOAc","Cly_TN","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, NaOAc, Pipet",
"Taxonomy Tier 1",4,"clay_tot","Clay PSDA, NaOAc, Pipet","clay_tot_NaOAc","Cly_TN","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, NaOAc, Pipet",
"Andic Soil Properties Tier 1",4,"clay_tot","Clay PSDA, NaOAc, Pipet","clay_tot_NaOAc","Cly_TN","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, NaOAc, Pipet",
"PSDA and Rock Fragments",9,"fine_silt","Silt, Fine PSDA, Moist, Ultrasonic, Pipet","silt_f_Moist_Ultra","SiFMu","aggregate analyte","F","4.1","% wt","Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, NaOH, Pipet",
"PSDA and Rock Fragments",11,"vf_sand","Sand, Very Fine PSDA, Moist, Ultrasonic, Pipet","sand_vf_Moist_Ultra","SdVFMu","aggregate analyte","F","4.1","% wt","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, NaOH, Pipet",
"PSDA and Rock Fragments",15,"vc_sand","Sand, Very Coarse PSDA, Moist, Ultrasonic, Pipet","sand_vc_Moist_Ultra","SdVCMu","aggregate analyte","F","4.1","% wt","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, NaOH, Pipet",
"PSDA and Rock Fragments",13,"m_sand","Sand, Medium PSDA, Moist, Ultrasonic, Pipet","sand_m_Moist_Ultra","SndMMu","aggregate analyte","F","4.1","% wt","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, NaOH, Pipet",
"PSDA and Rock Fragments",12,"f_sand","Sand, Fine PSDA, Moist, Ultrasonic, Pipet","sand_f_Moist_Ultra","SndFMu","aggregate analyte","F","4.1","% wt","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, NaOH, Pipet",
"PSDA and Rock Fragments",14,"c_sand","Sand, Coarse PSDA, Moist, Ultrasonic, Pipet","sand_c_Moist_Ultra","SndCMu","aggregate analyte","F","4.1","% wt","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, NaOH, Pipet",
"PSDA and Rock Fragments",4,"total_clay","Clay PSDA, Moist, Ultrasonic, Pipet","clay_tot_Moist_Ultra","ClyTMu","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Ultrasonic, NaOH, Pipet",
"Andic Soil Properties Tier 1",4,"clay_tot","Clay PSDA, Moist, Ultrasonic, Pipet","clay_tot_Moist_Ultra","ClyTMu","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Ultrasonic, NaOH, Pipet",
"PSDA and Rock Fragments",9,"fine_silt","Silt, Fine PSDA, Moist, Pipet","silt_f_Moist","SiFMp","aggregate analyte","F","4.1","% wt","Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet",
"PSDA and Rock Fragments",11,"vf_sand","Sand, Very Fine PSDA, Moist, Pipet","sand_vf_Moist","SdVFMp","aggregate analyte","F","4.1","% wt","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet",
"PSDA and Rock Fragments",15,"vc_sand","Sand, Very Coarse PSDA, Moist, Pipet","sand_vc_Moist","SdVCMp","aggregate analyte","F","4.1","% wt","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet",
"PSDA and Rock Fragments",13,"m_sand","Sand, Medium PSDA, Moist, Pipet","sand_m_Moist","SndCMp","aggregate analyte","F","4.1","% wt","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet",
"PSDA and Rock Fragments",12,"f_sand","Sand, Fine PSDA, Moist, Pipet","sand_f_Moist","SndFMp","aggregate analyte","F","4.1","% wt","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet",
"PSDA and Rock Fragments",14,"c_sand","Sand, Coarse PSDA, Moist, Pipet","sand_c_Moist","SndCMp","aggregate analyte","F","4.1","% wt","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet",
"PSDA and Rock Fragments",7,"fine_clay","Clay, Fine, Moist","clay_f_moist","ClyFMp","aggregate analyte","F","4.1","% wt","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.",
"Taxonomy Tier 1",5,"clay_f","Clay, Fine, Moist","clay_f_moist","ClyFMp","aggregate analyte","F","4.1","% wt","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.",
"Andic Soil Properties Tier 1",5,"clay_f","Clay, Fine, Moist","clay_f_moist","ClyFMp","aggregate analyte","F","4.1","% wt","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.",
"PSDA and Rock Fragments",8,"co3_clay","Clay, Carbonate, Moist","co3_cly_moist","CClyMp","aggregate analyte","F","4.1","% wt","Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.",
"Taxonomy Tier 1",6,"co3_cly","Clay, Carbonate, Moist","co3_cly_moist","CClyMp","aggregate analyte","F","4.1","% wt","Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.",
"Andic Soil Properties Tier 1",6,"co3_cly","Clay, Carbonate, Moist","co3_cly_moist","CClyMp","aggregate analyte","F","4.1","% wt","Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.",
"PSDA and Rock Fragments",4,"total_clay","Clay PSDA, Moist, Pipet","clay_tot_Moist","ClyTMp","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, Pipet",
"Taxonomy Tier 1",4,"clay_tot","Clay PSDA, Moist, Pipet","clay_tot_Moist","ClyTMp","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, Pipet",
"Andic Soil Properties Tier 1",4,"clay_tot","Clay PSDA, Moist, Pipet","clay_tot_Moist","ClyTMp","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, Pipet",
"PSDA and Rock Fragments",9,"fine_silt","Silt, Fine PSDA, Moist, NaOH, Pipet","silt_f_Moist_NaOH","SiFMH","aggregate analyte","F","4.1","% wt","Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOH, Pipet",
"PSDA and Rock Fragments",11,"vf_sand","Sand, Very Fine PSDA, Moist, NaOH, Pipet","sand_vf_Moist_NaOH","SdVFMH","aggregate analyte","F","4.1","% wt","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOH, Pipet",
"PSDA and Rock Fragments",15,"vc_sand","Sand, Very Coarse PSDA, Moist, NaOH, Pipet","sand_vc_Moist_NaOH","SdVCMH","aggregate analyte","F","4.1","% wt","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOH, Pipet",
"PSDA and Rock Fragments",13,"m_sand","Sand, Medium PSDA, Moist, NaOH, Pipet","sand_m_Moist_NaOH","SndMMH","aggregate analyte","F","4.1","% wt","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOH, Pipet",
"PSDA and Rock Fragments",12,"f_sand","Sand, Fine PSDA, Moist, NaOH, Pipet","sand_f_Moist_NaOH","SndFMH","aggregate analyte","F","4.1","% wt","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOH, Pipet",
"PSDA and Rock Fragments",14,"c_sand","Sand, Coarse PSDA, Moist, NaOH, Pipet","sand_c_Moist_NaOH","SndCMH","aggregate analyte","F","4.1","% wt","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Moist, NaOH, Pipet",
"PSDA and Rock Fragments",4,"total_clay","Clay PSDA, Moist, NaOH, Pipet","clay_tot_Moist_NaOH","ClyTMH","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, NaOH, Pipet",
"Andic Soil Properties Tier 1",4,"clay_tot","Clay PSDA, Moist, NaOH, Pipet","clay_tot_Moist_NaOH","ClyTMH","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, NaOH, Pipet",
"PSDA and Rock Fragments",9,"fine_silt","Silt, Fine PSDA, Moist, NaOAc, Pipet","silt_f_Moist_NaOAc","SiFMN","aggregate analyte","F","4.1","% wt","Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOAc, Pipet",
"PSDA and Rock Fragments",11,"vf_sand","Sand, Very Fine PSDA, Moist, NaOAc, Pipet","sand_vf_Moist_NaOAc","SdVFMN","aggregate analyte","F","4.1","% wt","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOAc, Pipet",
"PSDA and Rock Fragments",15,"vc_sand","Sand, Very Coarse PSDA, Moist, NaOAc, Pipet","sand_vc_Moist_NaOAc","SdVCMN","aggregate analyte","F","4.1","% wt","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOAc, Pipet",
"PSDA and Rock Fragments",13,"m_sand","Sand, Medium PSDA, Moist, NaOAc, Pipet","sand_m_Moist_NaOAc","SndMMN","aggregate analyte","F","4.1","% wt","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOAc, Pipet",
"PSDA and Rock Fragments",12,"f_sand","Sand, Fine PSDA, Moist, NaOAc, Pipet","sand_f_Moist_NaOAc","SndFMN","aggregate analyte","F","4.1","% wt","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOAc, Pipet",
"PSDA and Rock Fragments",14,"c_sand","Sand, Coarse PSDA, Moist, NaOAc, Pipet","sand_c_Moist_NaOAc","SndCMN","aggregate analyte","F","4.1","% wt","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Moist, NaOAc, Pipet",
"PSDA and Rock Fragments",4,"total_clay","Clay PSDA, Moist, NaOAc, Pipet","clay_tot_Moist_NaOAc","ClyTMN","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, NaOAc, Pipet",
"Andic Soil Properties Tier 1",4,"clay_tot","Clay PSDA, Moist, NaOAc, Pipet","clay_tot_Moist_NaOAc","ClyTMN","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, NaOAc, Pipet",
"PSDA and Rock Fragments",9,"fine_silt","Silt, Fine PSDA, Moist, Dith, Pipet","silt_f_Moist_Dith","SiFMD","aggregate analyte","F","4.1","% wt","Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Dith, Pipet",
"PSDA and Rock Fragments",11,"vf_sand","Sand, Very Fine PSDA, Moist, Dith, Pipet","sand_vf_Moist_Dith","SdVFMD","aggregate analyte","F","4.1","% wt","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Dith, Pipet",
"PSDA and Rock Fragments",15,"vc_sand","Sand, Very Coarse PSDA, Moist, Dith, Pipet","sand_vc_Moist_Dith","SdVDMD","aggregate analyte","F","4.1","% wt","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Dith, Pipet",
"PSDA and Rock Fragments",13,"m_sand","Sand, Medium PSDA, Moist, Dith, Pipet","sand_m_Moist_Dith","SndMMD","aggregate analyte","F","4.1","% wt","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Dith, Pipet",
"PSDA and Rock Fragments",12,"f_sand","Sand, Fine PSDA, Moist, Dith, Pipet","sand_f_Moist_Dith","SndFMD","aggregate analyte","F","4.1","% wt","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Dith, Pipet",
